,VISIT_ID,TRAVEL_ID,TRAVELER_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM,TRAVEL_NM,MVMN_NM,TRAVEL_STYL_1,TRAVEL_STYL_3,TRAVEL_STYL_5,TRAVEL_STYL_6,TRAVEL_STYL_7,TRAVEL_STYL_8,NUMBER_OF_PERSON,CHILDREN,PARENTS,TRAVEL_PURPOSE,TRAVEL_MISSION
5958,2573,a_a001734,a001734,월미도,인천 중구 북성동1가 산 1,30.0,1,1.0,5.0,5.0,5.0,09,A02,자가용,2,2,5,2,6,4,2.0,0.0,0.0,1;2;21;22;6;,1;2;21;22;6;
5959,3652,a_a001734,a001734,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,270.0,4,1.0,5.0,5.0,5.0,09,A02,자가용,2,2,5,2,6,4,2.0,0.0,0.0,1;2;21;22;6;,1;2;21;22;6;
5960,2852,a_a001734,a001734,인천차이나타운,인천 중구 북성동2가 14,30.0,4,0.0,4.0,5.0,5.0,09,A02,자가용,2,2,5,2,6,4,2.0,0.0,0.0,1;2;21;22;6;,1;2;21;22;6;
5961,1693,a_a012193,a012193,석촌호수 서호,서울 송파구 잠실동 47,90.0,6,0.0,4.0,3.0,3.0,10,A01,자가용,3,2,3,3,3,4,2.0,0.0,0.0,1;22;24;27;4;,1;22;24;27;4;
5962,1007,a_a012193,a012193,롯데마트 제타플렉스,서울 송파구 잠실동 40-1,90.0,4,0.0,4.0,3.0,3.0,10,A01,자가용,3,2,3,3,3,4,2.0,0.0,0.0,1;22;24;27;4;,1;22;24;27;4;
5963,1577,a_a012193,a012193,서울놀이마당,서울 송파구 잠실동 47,30.0,6,0.0,4.0,3.0,3.0,10,A01,자가용,3,2,3,3,3,4,2.0,0.0,0.0,1;22;24;27;4;,1;22;24;27;4;
5964,107,a_a012193,a012193,W몰,서울 금천구 가산동 60-27,60.0,4,0.0,4.0,3.0,3.0,10,A01,자가용,3,2,3,3,3,4,2.0,0.0,0.0,1;22;24;27;4;,1;22;24;27;4;
5965,2043,a_a009509,a009509,신촌 스타트업 페스티벌 및 식사,,90.0,3,0.0,5.0,5.0,2.0,10,A01,자가용,2,3,3,3,2,6,2.0,0.0,0.0,1;21;,1;21;
5966,2316,a_a009509,a009509,여의도 문화잇지오 행사장 및 시민공연,,90.0,8,0.0,5.0,5.0,5.0,10,A01,자가용,2,3,3,3,2,6,2.0,0.0,0.0,1;21;,1;21;
5967,802,a_a009509,a009509,더 현대백화점,,60.0,4,1.0,5.0,4.0,4.0,10,A01,자가용,2,3,3,3,2,6,2.0,0.0,0.0,1;21;,1;21;
5968,2573,a_a007615,a007615,월미도,인천 중구 북성동1가 산 1,60.0,1,1.0,5.0,5.0,5.0,10,A02,,3,2,6,5,1,2,2.0,0.0,0.0,2;21;22;,2;21;22;
5969,2196,a_a000793,a000793,암사종합시장,서울 강동구 암사동 501-17,30.0,4,0.0,3.0,3.0,3.0,09,A01,대중교통 등,4,4,2,3,2,5,1.0,0.0,0.0,1;21;26;4;7;,1;21;26;4;7;
5970,99,a_a000793,a000793,S2A,서울 강남구 대치동 983-1,60.0,3,0.0,3.0,3.0,3.0,09,A01,대중교통 등,4,4,2,3,2,5,1.0,0.0,0.0,1;21;26;4;7;,1;21;26;4;7;
5971,2501,a_a000793,a000793,용산가족공원,서울 용산구 용산동6가 168-6,60.0,1,0.0,5.0,5.0,5.0,09,A01,대중교통 등,4,4,2,3,2,5,1.0,0.0,0.0,1;21;26;4;7;,1;21;26;4;7;
5972,2265,a_a004454,a004454,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,600.0,6,0.0,5.0,5.0,5.0,10,A03,자가용,3,2,3,5,5,3,2.0,0.0,0.0,2;,2;
5973,1673,a_a006268,a006268,서정리전통시장,경기 평택시 서정동 317,30.0,4,1.0,5.0,5.0,5.0,10,A03,,6,2,3,5,3,5,2.0,0.0,0.0,1;22;4;,1;22;4;
5974,2441,a_a017900,a017900,오이도 빨강등대,경기 시흥시 정왕동 2043,30.0,7,0.0,5.0,5.0,5.0,11,A03,,6,2,7,6,1,6,2.0,0.0,0.0,2;22;26;,2;22;26;
5975,1097,a_a000766,a000766,마장호수,경기 파주시 광탄면 기산리 451-2,30.0,7,0.0,4.0,3.0,4.0,08,A03,자가용,2,2,3,5,1,5,2.0,0.0,0.0,1;10;23;4;5;,1;10;23;4;5;
5976,577,a_a006351,a006351,나리공원,경기 양주시 광사동 731,150.0,1,0.0,5.0,4.0,5.0,10,A03,자가용,1,1,1,1,7,1,2.0,0.0,0.0,23;4;21;1;,23;4;21;1;
5977,1286,a_a018111,a018111,밤가시공원,경기 고양시 일산동구 정발산동 1299,30.0,1,0.0,3.0,3.0,3.0,11,A03,,2,2,5,6,5,6,2.0,0.0,0.0,22;,22;
5978,1557,a_a004294,a004294,서오릉,경기 고양시 덕양구 용두동 475-95,90.0,2,1.0,5.0,5.0,5.0,10,A03,,4,3,4,5,3,4,2.0,0.0,0.0,3;,3;
5979,2556,a_a004294,a004294,원당시장,경기 고양시 덕양구 성사동 709,30.0,4,0.0,3.0,3.0,3.0,10,A03,,4,3,4,5,3,4,2.0,0.0,0.0,3;,3;
5980,1552,a_a004294,a004294,서삼릉,경기 고양시 덕양구 원당동 201-99,60.0,2,0.0,4.0,4.0,4.0,10,A03,,4,3,4,5,3,4,2.0,0.0,0.0,3;,3;
5981,2028,a_a018142,a018142,신세계백화점 강남점,서울 서초구 반포동 19-3,30.0,4,1.0,4.0,3.0,3.0,11,A01,,6,6,6,6,3,6,2.0,0.0,0.0,1;4;22;24;26;,1;4;22;24;26;
5982,3468,a_a005212,a005212,필룩스조명박물관,경기 양주시 광적면 석우리 633,60.0,2,0.0,4.0,4.0,4.0,10,A03,자가용,2,1,5,3,1,5,3.0,1.0,0.0,24;26;3;9;,24;26;3;9;
5983,3782,a_a005212,a005212,회암사지,경기 양주시 회암동 산 14-3,240.0,2,1.0,5.0,4.0,4.0,10,A03,자가용,2,1,5,3,1,5,3.0,1.0,0.0,24;26;3;9;,24;26;3;9;
5984,1333,a_a002642,a002642,벽초지수목원,경기 파주시 광탄면 창만리 166-8,120.0,1,0.0,4.0,4.0,5.0,09,A03,자가용,2,2,5,4,3,7,2.0,0.0,0.0,22;24;9;,22;24;9;
5985,543,a_a002642,a002642,금촌통일시장,경기 파주시 금촌동 320-13,30.0,4,0.0,3.0,2.0,3.0,09,A03,자가용,2,2,5,4,3,7,2.0,0.0,0.0,22;24;9;,22;24;9;
5986,2635,a_a010977,a010977,율곡수목원,,120.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,1,1,1,1,7,7,2.0,0.0,0.0,1;2;3;4;5;,1;2;3;4;5;
5987,1182,a_a000231,a000231,무궁화공원묘원 가람추모관,경기 양평군 서종면 도장리 산 26,60.0,2,1.0,4.0,5.0,3.0,09,A03,자가용,2,3,3,5,5,3,3.0,0.0,0.0,26;,26;
5988,3560,c_c000072,c000072,한택식물원,경기 용인시 처인구 백암면 옥산리 365,30.0,6,0.0,4.0,4.0,4.0,08,A03,자가용,6,4,3,4,3,3,1.0,0.0,0.0,10;23;,2;
5989,1368,a_a001392,a001392,봉림원,경기 가평군 청평면 대성리 3-2,30.0,7,0.0,3.0,4.0,3.0,08,A01,대중교통 등,6,2,2,1,5,6,1.0,0.0,0.0,13;22;4;8;,13;22;4;8;
5990,3031,a_a001392,a001392,죽림동 주교좌성당,강원 춘천시 약사동 30,30.0,2,0.0,3.0,3.0,3.0,08,A01,대중교통 등,6,2,2,1,5,6,1.0,0.0,0.0,13;22;4;8;,13;22;4;8;
5991,1346,a_a010242,a010242,보라매공원,서울 동작구 신대방동 722,30.0,1,1.0,5.0,5.0,5.0,10,A01,대중교통 등,1,1,4,1,1,7,1.0,0.0,0.0,1;22;26;27;4;,1;22;26;27;4;
5992,1822,a_a006120,a006120,송도센트럴파크,인천 연수구 송도동 24-5,60.0,1,1.0,5.0,5.0,5.0,10,A02,자가용,1,3,3,5,1,7,3.0,0.0,0.0,22;23;26;,22;23;26;
5993,3726,a_a002589,a002589,화담숲,경기 광주시 도척면 도웅리 산 33,240.0,1,0.0,5.0,5.0,5.0,09,A03,자가용,1,2,1,2,7,2,3.0,1.0,0.0,1;2;22;4;9;,1;2;22;4;9;
5994,2228,a_a008098,a008098,양주 천일홍 축제(나리공원),,30.0,8,0.0,4.0,3.0,4.0,10,A03,자가용,4,3,1,5,2,5,2.0,0.0,0.0,1;2;,1;2;
5995,3726,a_a012155,a012155,화담숲,경기 광주시 도척면 도웅리 산 33,180.0,1,1.0,5.0,5.0,5.0,10,A03,자가용,2,2,6,3,2,4,2.0,0.0,0.0,2;21;22;,2;21;22;
5996,1545,a_a004747,a004747,서대문형무소역사관,서울 서대문구 현저동 101,150.0,2,0.0,3.0,3.0,4.0,10,A01,자가용,2,6,4,5,3,1,3.0,1.0,0.0,1;26;28;,1;26;28;
5997,2092,a_a010286,a010286,아모레퍼시픽미술관,서울 용산구 한강로2가 424,60.0,3,0.0,4.0,4.0,5.0,10,A01,대중교통 등,2,2,3,3,6,7,2.0,0.0,0.0,1;22;4;,1;22;4;
5998,958,a_a010286,a010286,라인프렌즈 월드 팝업스토어,서울 성동구 성수동1가 27-3,120.0,4,0.0,4.0,3.0,3.0,10,A01,대중교통 등,2,2,3,3,6,7,2.0,0.0,0.0,1;22;4;,1;22;4;
5999,2438,a_a000715,a000715,오이도,경기 시흥시 정왕동 1073,60.0,1,0.0,3.0,3.0,3.0,08,A02,대중교통 등,3,3,4,3,6,5,2.0,0.0,0.0,2;22;26;4;7;,2;22;26;4;7;
6000,2003,a_a000715,a000715,시흥오이도박물관,경기 시흥시 정왕동 2202-6,30.0,2,0.0,5.0,4.0,5.0,08,A02,대중교통 등,3,3,4,3,6,5,2.0,0.0,0.0,2;22;26;4;7;,2;22;26;4;7;
6001,2805,a_a000715,a000715,인생네컷 인천송도캐슬점,인천 연수구 송도동 8-20,30.0,3,0.0,4.0,4.0,4.0,08,A02,대중교통 등,3,3,4,3,6,5,2.0,0.0,0.0,2;22;26;4;7;,2;22;26;4;7;
6002,1822,a_a011647,a011647,송도센트럴파크,인천 연수구 송도동 24-5,30.0,7,1.0,4.0,4.0,4.0,10,A02,대중교통 등,3,4,1,6,2,7,1.0,0.0,0.0,12;2;21;3;4;,12;2;21;3;4;
6003,478,a_a014096,a014096,국립중앙박물관,서울 용산구 용산동6가 168-6,210.0,2,1.0,5.0,5.0,5.0,11,A01,대중교통 등,4,2,6,1,7,6,1.0,0.0,0.0,4;6;,4;6;
6004,42,a_a015389,a015389,CGV 용산아이파크몰,서울 용산구 한강로3가 40-999,30.0,4,1.0,3.0,4.0,3.0,10,A01,대중교통 등,2,2,5,3,1,6,2.0,0.0,0.0,22;3;4;6;,22;3;4;6;
6005,3082,a_a015389,a015389,창경궁,서울 종로구 와룡동 2-1,30.0,2,1.0,5.0,5.0,5.0,10,A01,대중교통 등,2,2,5,3,1,6,2.0,0.0,0.0,22;3;4;6;,22;3;4;6;
6006,2088,a_a015389,a015389,아름지기,서울 종로구 통의동 35-32,60.0,3,0.0,5.0,5.0,5.0,10,A01,대중교통 등,2,2,5,3,1,6,2.0,0.0,0.0,22;3;4;6;,22;3;4;6;
6007,3164,a_a007603,a007603,초정어린이공원,,60.0,1,1.0,4.0,4.0,3.0,10,A02,,6,1,5,7,2,7,2.0,0.0,0.0,2;22;4;,2;22;4;
6008,3269,a_a002380,a002380,타임스퀘어,서울 영등포구 영등포동4가 442,120.0,4,1.0,5.0,4.0,5.0,09,A01,대중교통 등,6,3,2,3,5,3,2.0,0.0,0.0,1;10;3;4;6;,1;10;3;4;6;
6009,2181,a_a002380,a002380,안양천,서울 구로구 신도림동,60.0,7,0.0,5.0,5.0,5.0,09,A01,대중교통 등,6,3,2,3,5,3,2.0,0.0,0.0,1;10;3;4;6;,1;10;3;4;6;
6010,436,a_a002857,a002857,구리한강시민공원,경기 구리시 토평동,60.0,1,0.0,5.0,5.0,5.0,09,A03,자가용,3,2,3,4,1,3,1.0,0.0,0.0,10;26;5;,10;26;5;
6011,829,a_a010137,a010137,덕수궁,서울 중구 정동 5-1,120.0,2,1.0,5.0,5.0,5.0,10,A01,자가용,2,3,4,3,3,7,1.0,0.0,0.0,1;22;4;,1;22;4;
6012,3340,a_a006112,a006112,파주삼릉,경기 파주시 조리읍 봉일천리 3-134,30.0,2,0.0,3.0,3.0,3.0,10,A03,자가용,4,1,1,4,4,5,3.0,0.0,0.0,28;22;5;26;,28;22;5;26;
6013,463,a_a006726,a006726,국립민속박물관,서울 종로구 세종로 1-1,90.0,2,0.0,4.0,4.0,4.0,10,A01,대중교통 등,4,2,7,1,5,3,1.0,0.0,0.0,22;3;4;6;9;,22;3;4;6;9;
6014,3663,a_a002861,a002861,호명산잣나무숲속캠핑장 인근,경기 가평군 청평면 상천리 1400,30.0,7,0.0,5.0,5.0,5.0,09,A03,대중교통 등,3,2,3,6,3,4,1.0,0.0,0.0,8;,8;
6015,857,a_a003656,a003656,돈암동거리,서울 성북구 동선동1가,30.0,4,1.0,4.0,5.0,4.0,10,A01,대중교통 등,4,2,3,4,2,6,2.0,0.0,0.0,1;23;27;4;,1;23;27;4;
6016,1282,a_a002785,a002785,반포한강공원 달빛광장,서울 서초구 반포동 115-5,30.0,1,1.0,5.0,5.0,5.0,09,A01,대중교통 등,6,4,2,4,7,7,1.0,0.0,0.0,1;2;3;4;6;,1;2;3;4;6;
6017,3015,a_a002785,a002785,종묘,서울 종로구 훈정동 1-2,60.0,2,0.0,4.0,2.0,4.0,09,A01,대중교통 등,6,4,2,4,7,7,1.0,0.0,0.0,1;2;3;4;6;,1;2;3;4;6;
6018,3009,a_a002785,a002785,종로 포차 거리,,30.0,4,0.0,4.0,4.0,4.0,09,A01,대중교통 등,6,4,2,4,7,7,1.0,0.0,0.0,1;2;3;4;6;,1;2;3;4;6;
6019,1995,a_a006890,a006890,시민공원,경기 의정부시 의정부동 11-10,30.0,1,0.0,3.0,1.0,1.0,10,A03,대중교통 등,6,4,4,5,5,4,1.0,0.0,0.0,1;27;3;6;,1;27;3;6;
6020,1191,a_a006890,a006890,무한상상시민정원,경기 의정부시 의정부동 161-13,30.0,7,0.0,3.0,2.0,2.0,10,A03,대중교통 등,6,4,4,5,5,4,1.0,0.0,0.0,1;27;3;6;,1;27;3;6;
6021,2034,a_a006890,a006890,신세계백화점 의정부점,경기 의정부시 의정부동 168-54,60.0,4,1.0,4.0,3.0,3.0,10,A03,대중교통 등,6,4,4,5,5,4,1.0,0.0,0.0,1;27;3;6;,1;27;3;6;
6022,3506,a_a002008,a002008,한강,서울 영등포구 여의도동,210.0,7,1.0,5.0,5.0,5.0,09,A03,자가용,2,2,4,4,6,5,3.0,0.0,0.0,1;7;,1;7;
6023,1089,a_a002008,a002008,마석전통민속오일장,경기 남양주시 화도읍 마석우리 314-2,180.0,4,1.0,5.0,5.0,5.0,09,A03,자가용,2,2,4,4,6,5,3.0,0.0,0.0,1;7;,1;7;
6024,1211,a_a003822,a003822,물의정원,경기 남양주시 조안면 진중리 95,120.0,1,0.0,5.0,5.0,5.0,10,A03,대중교통 등,3,1,5,6,2,3,1.0,0.0,0.0,3;,3;
6025,2200,a_a018074,a018074,압구정로데오거리,서울 강남구 신사동 668-33,120.0,4,1.0,4.0,4.0,4.0,11,A01,,2,3,2,2,3,7,3.0,1.0,0.0,4;,4;
6026,3604,a_a003291,a003291,허브아일랜드,경기 포천시 신북면 삼정리 517-2,180.0,6,0.0,4.0,4.0,4.0,10,A03,자가용,4,1,4,3,5,4,3.0,0.0,0.0,11;2;21;,11;2;21;
6027,937,a_a015373,a015373,디스커버리네이처스케이프,,270.0,6,0.0,5.0,4.0,4.0,10,A03,자가용,4,2,4,4,2,6,3.0,1.0,0.0,1;10;5;6;9;,1;10;5;6;9;
6028,3604,b_b006189,b006189,허브아일랜드,경기 포천시 신북면 삼정리 517-2,330.0,1,0.0,5.0,4.0,4.0,10,A03,자가용,7,1,1,1,5,7,3.0,1.0,0.0,1;22;24;26;4;,1;22;24;26;4;
6029,3233,a_a003383,a003383,코엑스,서울 강남구 삼성동 159,120.0,4,1.0,5.0,5.0,4.0,10,A01,자가용,4,6,2,2,6,2,1.0,0.0,0.0,1;21;4;7;,1;21;4;7;
6030,2900,a_a000670,a000670,자라섬,경기 가평군 가평읍 달전리 30,300.0,3,0.0,4.0,3.0,4.0,08,A03,자가용,5,6,5,5,5,5,3.0,0.0,0.0,1;2;21;4;6;,1;2;21;4;6;
6031,644,a_a000670,a000670,남이섬,강원 춘천시 남산면 방하리 197,150.0,1,0.0,5.0,5.0,5.0,08,A03,자가용,5,6,5,5,5,5,3.0,0.0,0.0,1;2;21;4;6;,1;2;21;4;6;
6032,371,a_a007209,a007209,관고전통시장,경기 이천시 창전동 154-23,90.0,4,0.0,4.0,4.0,4.0,10,A03,,7,2,6,2,6,2,1.0,0.0,0.0,4;5;,4;5;
6033,1471,a_a007209,a007209,사우스스프링스CC,경기 이천시 모가면 소고리 640-6,420.0,5,0.0,4.0,4.0,4.0,10,A03,,7,2,6,2,6,2,1.0,0.0,0.0,4;5;,4;5;
6034,3558,a_a004939,a004939,한탄강하늘다리,경기 포천시 영북면 대회산리 377,60.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,1,7,1,1,1,7,3.0,0.0,0.0,2;3;5;1;4;6;7;8;9;10;11;12;13;21;22;23;25;24;26;27;28;,2;3;5;1;4;6;7;8;9;10;11;12;13;21;22;23;25;24;26;27;28;
6035,3690,a_a004939,a004939,홈플러스 의정부점,경기 의정부시 금오동 475-1,60.0,4,1.0,5.0,5.0,5.0,10,A03,자가용,1,7,1,1,1,7,3.0,0.0,0.0,2;3;5;1;4;6;7;8;9;10;11;12;13;21;22;23;25;24;26;27;28;,2;3;5;1;4;6;7;8;9;10;11;12;13;21;22;23;25;24;26;27;28;
6036,1970,a_a018053,a018053,스타필드 코엑스몰,서울 강남구 삼성동 159-9,30.0,4,1.0,3.0,3.0,3.0,11,A01,,3,3,4,4,6,4,2.0,0.0,0.0,1;3;,1;3;
6037,2070,a_a018053,a018053,씰리침대 청담직영점,서울 강남구 삼성동 21-1,90.0,4,0.0,5.0,5.0,5.0,11,A01,,3,3,4,4,6,4,2.0,0.0,0.0,1;3;,1;3;
6038,2724,a_a003713,a003713,이마트트레이더스 고양점,경기 고양시 덕양구 동산동 370,60.0,4,1.0,4.0,4.0,4.0,09,A03,자가용,2,1,4,4,6,7,1.0,0.0,0.0,22;24;25;27;28;,22;24;25;27;28;
6039,2902,a_a000516,a000516,자라섬 꽃테마공원,경기 가평군 가평읍 달전리 30,60.0,6,0.0,4.0,5.0,5.0,08,A03,자가용,4,1,5,2,2,7,3.0,1.0,0.0,23;,23;
6040,3726,a_a002277,a002277,화담숲,경기 광주시 도척면 도웅리 산 33,180.0,1,0.0,4.0,4.0,4.0,09,A03,자가용,4,2,4,4,5,4,2.0,0.0,0.0,2;,2;
6041,2265,a_a004303,a004303,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,480.0,6,1.0,5.0,5.0,5.0,10,A03,,4,3,4,6,7,3,3.0,1.0,0.0,2;,2;
6042,2265,a_a004838,a004838,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,510.0,6,1.0,5.0,5.0,5.0,10,A03,자가용,2,3,3,6,3,6,3.0,0.0,0.0,2;22;,2;22;
6043,2949,a_a008320,a008320,재인폭포,경기 연천군 연천읍 부곡리 193,60.0,1,0.0,5.0,5.0,5.0,10,A03,자가용,4,1,1,1,7,1,3.0,1.0,0.0,24;6;8;,24;6;8;
6044,3136,a_a009413,a009413,청성역사공원,,30.0,2,0.0,4.0,4.0,4.0,10,A03,자가용,1,2,2,2,5,2,1.0,0.0,0.0,21;22;24;3;6;,21;22;24;3;6;
6045,1318,a_a005166,a005166,백운호수,경기 의왕시 학의동,30.0,1,1.0,4.0,5.0,4.0,10,A03,,6,6,2,6,1,7,3.0,1.0,0.0,1;22;26;,1;22;26;
6046,2039,a_a015356,a015356,신장쇼핑몰,경기 평택시 신장동 302-2,240.0,8,1.0,5.0,5.0,5.0,10,A03,대중교통 등,4,3,4,4,1,7,3.0,1.0,0.0,22;6;9;,22;6;9;
6047,110,a_a011479,a011479,kk 디톡스 족욕샵,,60.0,13,0.0,4.0,4.0,4.0,10,A03,대중교통 등,6,4,1,6,1,1,1.0,0.0,0.0,1;7;23;22;,1;7;23;22;
6048,1856,a_a011479,a011479,수서역,서울 강남구 수서동 201-5,30.0,8,0.0,3.0,3.0,4.0,10,A03,대중교통 등,6,4,1,6,1,1,1.0,0.0,0.0,1;7;23;22;,1;7;23;22;
6049,2469,a_a011479,a011479,올리브영 미사효성점,경기 하남시 망월동 1081,30.0,4,0.0,4.0,3.0,3.0,10,A03,대중교통 등,6,4,1,6,1,1,1.0,0.0,0.0,1;7;23;22;,1;7;23;22;
6050,2000,a_a015383,a015383,시흥갯골생태공원,경기 시흥시 장곡동 724-32,0.0,1,0.0,3.0,3.0,3.0,10,A03,자가용,1,5,6,2,3,6,3.0,0.0,0.0,1;2;4;,1;2;4;
6051,2000,a_a015383,a015383,시흥갯골생태공원,경기 시흥시 장곡동 724-32,0.0,1,0.0,3.0,3.0,3.0,10,A03,자가용,1,5,6,2,3,6,3.0,0.0,0.0,1;2;4;,1;2;4;
6052,2000,a_a015383,a015383,시흥갯골생태공원,경기 시흥시 장곡동 724-32,30.0,1,0.0,3.0,3.0,3.0,10,A03,자가용,1,5,6,2,3,6,3.0,0.0,0.0,1;2;4;,1;2;4;
6053,226,a_a002984,a002984,검단산,경기 하남시 배알미동 산 13-6,210.0,1,0.0,5.0,5.0,5.0,09,A03,대중교통 등,2,4,1,4,7,5,1.0,0.0,0.0,1;21;22;28;,1;21;22;28;
6054,1239,a_a002984,a002984,미사호수공원,경기 하남시 망월동 776-3,30.0,7,0.0,5.0,5.0,5.0,09,A03,대중교통 등,2,4,1,4,7,5,1.0,0.0,0.0,1;21;22;28;,1;21;22;28;
6055,670,a_a001471,a001471,노랑다리미술관,경기 가평군 청평면 고성리 720-5,90.0,3,0.0,4.0,3.0,4.0,08,A03,자가용,5,3,2,6,5,5,3.0,0.0,0.0,22;26;5;6;8;,22;26;5;6;8;
6056,3479,a_a001138,a001138,하남역사박물관,경기 하남시 덕풍동 694-1,60.0,2,0.0,5.0,4.0,4.0,09,A03,대중교통 등,2,2,3,6,2,2,2.0,0.0,0.0,1;3;4;,1;3;4;
6057,841,a_a001138,a001138,덕풍전통시장,경기 하남시 덕풍동 326-9,60.0,4,0.0,4.0,3.0,3.0,09,A03,대중교통 등,2,2,3,6,2,2,2.0,0.0,0.0,1;3;4;,1;3;4;
6058,3482,a_a001138,a001138,하남유니온파크,경기 하남시 신장동 60-7,60.0,3,0.0,5.0,5.0,4.0,09,A03,대중교통 등,2,2,3,6,2,2,2.0,0.0,0.0,1;3;4;,1;3;4;
6059,2501,a_a003938,a003938,용산가족공원,서울 용산구 용산동6가 168-6,30.0,1,0.0,4.0,4.0,3.0,09,A01,대중교통 등,3,3,3,6,6,7,2.0,0.0,0.0,22;26;3;4;,22;26;3;4;
6060,1456,a_a003938,a003938,빅 스트로우 북촌점,서울 종로구 재동 11,180.0,4,0.0,5.0,5.0,4.0,10,A01,대중교통 등,3,3,3,6,6,7,2.0,0.0,0.0,22;26;3;4;,22;26;3;4;
6061,478,a_a003938,a003938,국립중앙박물관,서울 용산구 용산동6가 168-6,60.0,2,0.0,5.0,5.0,4.0,09,A01,대중교통 등,3,3,3,6,6,7,2.0,0.0,0.0,22;26;3;4;,22;26;3;4;
6062,489,a_a017864,a017864,국립현대미술관 서울관,서울 종로구 소격동 165-10,30.0,3,0.0,3.0,5.0,5.0,11,A01,,7,6,5,3,4,4,1.0,0.0,0.0,1;22;5;6;7;,1;22;5;6;7;
6063,463,a_a017864,a017864,국립민속박물관,서울 종로구 세종로 1-1,30.0,2,0.0,4.0,3.0,3.0,11,A01,,7,6,5,3,4,4,1.0,0.0,0.0,1;22;5;6;7;,1;22;5;6;7;
6064,1818,a_a004963,a004963,송도랜드마크시티,인천 연수구 송도동 30-3,30.0,1,0.0,3.0,2.0,1.0,10,A02,대중교통 등,2,1,4,4,4,1,1.0,0.0,0.0,1;24;26;27;3;,1;24;26;27;3;
6065,2573,a_a004963,a004963,월미도,인천 중구 북성동1가 산 1,90.0,1,0.0,3.0,2.0,4.0,10,A02,대중교통 등,2,1,4,4,4,1,1.0,0.0,0.0,1;24;26;27;3;,1;24;26;27;3;
6066,1822,a_a004963,a004963,송도센트럴파크,인천 연수구 송도동 24-5,60.0,7,0.0,4.0,4.0,4.0,10,A02,대중교통 등,2,1,4,4,4,1,1.0,0.0,0.0,1;24;26;27;3;,1;24;26;27;3;
6067,3550,a_a017844,a017844,한옥기술전시관,경기 수원시 팔달구 장안동 45-1,30.0,3,0.0,5.0,5.0,5.0,11,A03,,4,4,4,4,4,4,1.0,0.0,0.0,1;3;6;,1;3;6;
6068,3652,a_a017741,a017741,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,120.0,4,1.0,5.0,5.0,5.0,11,A02,,4,2,5,4,4,4,1.0,0.0,0.0,1;2;3;4;5;,1;2;3;4;5;
6069,3379,a_a007002,a007002,평강랜드,,180.0,1,0.0,4.0,4.0,4.0,10,A03,자가용,1,1,2,4,1,7,3.0,0.0,0.0,1;2;,1;2;
6070,537,a_a018233,a018233,금빛수로2교,,30.0,4,1.0,4.0,4.0,4.0,11,A03,,2,6,2,4,1,6,2.0,0.0,0.0,12;22;26;6;9;,12;22;26;6;9;
6071,2367,a_a008086,a008086,연천전곡리선사유적지,경기 연천군 전곡읍 전곡리 529,30.0,2,0.0,5.0,5.0,5.0,10,A03,자가용,2,6,2,6,2,4,3.0,0.0,0.0,24;27;5;8;,24;27;5;8;
6072,756,a_a006674,a006674,"당남리섬, 이포보 오토캠핑장 및 둘레길",,60.0,7,0.0,4.0,4.0,5.0,10,A03,자가용,7,6,4,6,2,4,1.0,0.0,0.0,25;27;,25;27;
6073,755,a_a006674,a006674,당남리섬 둘레길,,60.0,7,0.0,5.0,5.0,5.0,10,A03,자가용,7,6,4,6,2,4,1.0,0.0,0.0,25;27;,25;27;
6074,171,a_a000212,a000212,강남 테헤란로,서울특별시 강남구 역삼동,60.0,4,1.0,4.0,4.0,4.0,08,A02,대중교통 등,4,4,5,2,6,4,1.0,0.0,0.0,21;,21;
6075,1894,a_a002855,a002855,수원화성,경기 수원시 장안구 영화동 320-2,60.0,2,1.0,5.0,5.0,5.0,09,A03,대중교통 등,3,1,5,3,6,5,1.0,0.0,0.0,1;21;22;26;7;,1;21;22;26;7;
6076,381,a_a002855,a002855,광교저수지,경기 수원시 장안구 하광교동 351,90.0,1,0.0,4.0,4.0,4.0,09,A03,대중교통 등,3,1,5,3,6,5,1.0,0.0,0.0,1;21;22;26;7;,1;21;22;26;7;
6077,706,c_c005067,c005067,농업생태원,,60.0,8,0.0,4.0,4.0,4.0,10,A03,,3,3,4,3,2,6,3.0,0.0,0.0,2;22;27;,2;22;27;
6078,1256,c_c005067,c005067,바람새마을,,120.0,7,0.0,5.0,4.0,5.0,10,A03,,3,3,4,3,2,6,3.0,0.0,0.0,2;22;27;,2;22;27;
6079,2836,a_a008222,a008222,인천둘레길 12코스,인천 중구 송학동2가,120.0,7,0.0,5.0,5.0,5.0,10,A02,대중교통 등,4,1,7,4,1,1,1.0,0.0,0.0,22;23;24;27;3;,22;23;24;27;3;
