,VISIT_ID,TRAVEL_ID,VISIT_AREA_NM,LOTNO_ADDR,RESIDENCE_TIME_MIN,VISIT_AREA_TYPE_CD,REVISIT_YN,DGSTFN,REVISIT_INTENTION,RCMDTN_INTENTION,VISIT_MM
18580,817.0,a_a000471,더페이지갤러리,서울 성동구 성수동1가 685-696,30.0,3,0.0,4.0,3.0,3.0,09
18581,1971.0,a_a010370,스타필드 하남,경기 하남시 신장동 45-5,240.0,4,1.0,4.0,5.0,5.0,10
18586,2016.0,a_a014214,신륵사관광지,경기 여주시 천송동 288-4,60.0,2,0.0,4.0,3.0,4.0,10
18588,1618.0,a_a003237,서울스카이,서울 송파구 신천동 29,90.0,6,0.0,5.0,5.0,5.0,10
18593,452.0,a_a002159,국립고궁박물관,서울 종로구 세종로 1-57,60.0,2,0.0,5.0,5.0,5.0,09
18597,3229.0,a_a000770,코스트코 양재점,서울 서초구 양재동 217-6,90.0,4,0.0,5.0,5.0,5.0,09
18600,478.0,a_a011422,국립중앙박물관,서울 용산구 용산동6가 168-6,60.0,2,0.0,5.0,5.0,5.0,10
18604,2117.0,a_a006013,아쿠아플라넷 광교,경기 수원시 영통구 하동 871,120.0,6,0.0,4.0,4.0,4.0,10
18605,1498.0,a_a003995,삼성화재교통박물관,경기 용인시 처인구 포곡읍 유운리 432,60.0,2,0.0,5.0,4.0,4.0,10
18607,2556.0,a_a017922,원당시장,경기 고양시 덕양구 성사동 709,30.0,4,1.0,5.0,5.0,5.0,11
18609,3484.0,a_a003397,하늘공원,서울 마포구 상암동 481-72,120.0,1,0.0,5.0,5.0,5.0,09
18617,247.0,a_a010291,경기아트센터,경기 수원시 팔달구 인계동 1117,30.0,3,0.0,3.0,3.0,3.0,10
18622,2501.0,a_a006436,용산가족공원,서울 용산구 용산동6가 168-6,60.0,1,0.0,5.0,5.0,5.0,10
18627,1005.0,a_a017959,롯데마트 의왕점,경기 의왕시 내손동 743,60.0,4,0.0,5.0,5.0,5.0,11
18629,1572.0,a_a005095,서울공예박물관 어린이박물관,서울 종로구 안국동 175-112,90.0,2,1.0,5.0,5.0,5.0,10
18632,1695.0,a_a003237,석촌호수산책길,서울 송파구 송파동,60.0,7,1.0,5.0,5.0,5.0,10
18635,2719.0,a_a013709,이마트 포천점,경기 포천시 설운동 2,30.0,4,0.0,4.0,3.0,3.0,10
18638,836.0,a_a004592,덕양구 서정마을,,60.0,7,0.0,5.0,4.0,5.0,10
18639,910.0,a_a000503,두리랜드,경기 양주시 장흥면 일영리 44-17,180.0,6,0.0,4.0,3.0,3.0,08
18641,1578.0,a_a006833,서울대공원,,420.0,6,1.0,5.0,5.0,5.0,10
18642,1295.0,a_a006579,방화수류정,경기 수원시 팔달구 매향동 151,30.0,2,0.0,4.0,3.0,4.0,10
18643,3141.0,a_a003328,청와대 본관,서울 종로구 세종로 1,120.0,2,0.0,4.0,4.0,4.0,10
18645,597.0,a_a003794,낙산공원,서울 종로구 동숭동 산 2-10,30.0,7,1.0,4.0,4.0,4.0,09
18650,1168.0,a_a007192,모리스가든,경기 양주시 장흥면 교현리 418-14,270.0,13,0.0,3.0,3.0,3.0,10
18651,3650.0,a_a005650,현대프리미엄아울렛 김포점,경기 김포시 고촌읍 전호리 654,90.0,4,1.0,4.0,2.0,2.0,10
18656,2541.0,a_a018236,운길산,경기 남양주시 조안면 진중리 산 1-1,150.0,1,0.0,4.0,5.0,4.0,11
18659,3285.0,a_a008020,태풍전망대,경기 연천군 중면 횡산리 산 109,60.0,2,0.0,4.0,3.0,4.0,10
18661,77.0,a_a000428,K현대미술관,서울 강남구 신사동 666-7,30.0,3,0.0,3.0,3.0,3.0,09
18667,3084.0,a_a014884,창덕궁,서울 종로구 와룡동 2-71,90.0,2,0.0,5.0,4.0,5.0,11
18673,1959.0,a_a000182,스타벅스 동성로중앙점,대구 중구 삼덕동1가 17-11,30.0,4,1.0,5.0,5.0,5.0,08
18674,1028.0,a_a006970,롯데백화점 일산점,경기 고양시 일산동구 장항동 784,30.0,4,1.0,4.0,4.0,4.0,10
18679,3726.0,a_a006683,화담숲,경기 광주시 도척면 도웅리 산 33,300.0,1,0.0,5.0,5.0,5.0,10
18685,2363.0,a_a002762,연천수레울아트홀,경기 연천군 연천읍 옥산리 320,0.0,13,0.0,5.0,4.0,4.0,09
18686,911.0,a_a017657,두물머리,경기 양평군 양서면 양수리,60.0,1,0.0,4.0,4.0,4.0,11
18689,448.0,a_a000936,구하우스미술관,경기 양평군 서종면 문호리 779-5,90.0,3,0.0,5.0,5.0,5.0,08
18690,3589.0,a_a005644,행리단길,경기 수원시 팔달구 장안동 290-3,30.0,4,0.0,4.0,4.0,4.0,10
18691,576.0,a_a001179,나룻배마을,,30.0,7,0.0,2.0,1.0,1.0,08
18694,403.0,a_a006045,광복낚시,인천 중구 항동7가 27-171,330.0,13,0.0,5.0,5.0,5.0,10
18695,3128.0,a_a002075,청계천한빛광장,서울 중구 삼각동 118,30.0,7,1.0,4.0,4.0,4.0,09
18696,2728.0,a_a003031,이마트트레이더스 동탄점,경기 화성시 오산동 1022,60.0,4,0.0,4.0,4.0,4.0,10
18699,2476.0,a_a017994,올림픽공원 우리금융아트홀,서울 송파구 방이동 88-2,30.0,3,0.0,3.0,2.0,2.0,11
18700,1333.0,a_a002096,벽초지수목원,경기 파주시 광탄면 창만리 166-8,30.0,1,0.0,4.0,3.0,4.0,09
18703,3084.0,a_a001716,창덕궁,서울 종로구 와룡동 2-71,60.0,2,1.0,3.0,3.0,3.0,09
18705,2367.0,a_a004318,연천전곡리선사유적지,경기 연천군 전곡읍 전곡리 529,30.0,2,0.0,3.0,1.0,3.0,10
18717,2064.0,a_a008121,쌈지길,서울 종로구 관훈동 38,60.0,4,1.0,5.0,5.0,5.0,10
18718,1070.0,a_a015688,롯데프리미엄아울렛 파주점,경기 파주시 문발동 644,90.0,4,1.0,5.0,5.0,5.0,10
18721,3205.0,b_b002933,캠프월드레저,강원 춘천시 남산면 서천리 44-10,60.0,5,0.0,5.0,5.0,5.0,08
18726,870.0,a_a001141,동대문디자인플라자,서울 중구 을지로7가 2-1,30.0,3,1.0,5.0,4.0,5.0,08
18730,2573.0,a_a006906,월미도,인천 중구 북성동1가 산 1,90.0,1,0.0,3.0,3.0,3.0,10
18737,1343.0,a_a014333,병점역 1호선,경기 화성시 진안동 824-1,0.0,4,1.0,4.0,3.0,3.0,10
18740,2522.0,a_a001830,용인어린이상상의숲,경기 용인시 처인구 삼가동 28-6,60.0,6,0.0,3.0,3.0,3.0,09
18741,2180.0,a_a007655,안양중앙시장,경기 안양시 만안구 안양동 676-45,60.0,4,1.0,4.0,4.0,3.0,10
18745,3589.0,a_a002722,행리단길,경기 수원시 팔달구 장안동 290-3,30.0,4,0.0,3.0,3.0,3.0,09
18750,823.0,a_a000817,더현대서울,서울 영등포구 여의도동 22,180.0,4,0.0,4.0,4.0,4.0,08
18753,2054.0,d_d008179,실미도유원지,인천 중구 무의동,60.0,1,0.0,4.0,4.0,4.0,11
18756,406.0,a_a001992,광장시장,서울 종로구 예지동 2-1,90.0,4,0.0,3.0,4.0,4.0,09
18758,204.0,a_a005605,개항장 근대건축전시관,,60.0,3,0.0,3.0,2.0,3.0,10
18764,2954.0,a_a001179,전곡선사박물관,경기 연천군 전곡읍 전곡리 170-2,30.0,2,0.0,4.0,4.0,4.0,08
18769,1060.0,a_a000081,롯데월드아쿠아리움,서울 송파구 신천동 29,90.0,6,0.0,5.0,2.0,4.0,08
18770,3752.0,a_a004075,화성행궁,경기 수원시 팔달구 남창동 6-2,90.0,2,0.0,5.0,5.0,5.0,10
18774,76.0,a_a007365,Kt소닉붐아레나경기장,,210.0,5,0.0,5.0,5.0,5.0,10
18777,1418.0,a_a011514,북촌한옥마을,서울 종로구 가회동 31-31,30.0,7,0.0,4.0,3.0,3.0,10
18782,2319.0,a_a003335,여의도공원,서울 영등포구 여의도동 2,60.0,1,0.0,5.0,4.0,4.0,10
18789,1510.0,a_a000140,상무초밥 산본점,경기 군포시 산본동 1142-1,30.0,4,0.0,4.0,3.0,3.0,08
18798,3307.0,a_a015771,통일동산두부마을,경기 파주시 탄현면 성동리 664-2,60.0,7,0.0,3.0,2.0,3.0,11
18800,3084.0,a_a018155,창덕궁,서울 종로구 와룡동 2-71,120.0,2,0.0,4.0,4.0,4.0,11
18801,1064.0,a_a017870,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,180.0,4,0.0,4.0,4.0,4.0,11
18803,1064.0,a_a002037,롯데월드타워&롯데월드몰,서울 송파구 신천동 29,30.0,4,0.0,5.0,5.0,5.0,09
18804,2790.0,a_a000984,익선동한옥거리,서울 종로구 익선동,30.0,4,0.0,1.0,2.0,2.0,08
18806,2553.0,a_a001516,워터플레이 수상레저,경기 가평군 가평읍 이화리 32-2,300.0,5,0.0,5.0,5.0,5.0,08
18811,222.0,a_a015033,거북섬,경기 시흥시 정왕동 2726,60.0,8,0.0,2.0,2.0,2.0,10
18812,2378.0,a_a015295,영녕릉세종대왕 유적지구,경기 여주시 세종대왕면 번도리 888-1,30.0,2,0.0,3.0,2.0,2.0,10
18818,948.0,a_a002613,띵굴스토어 성수점,서울 성동구 성수동2가 322-4,30.0,4,0.0,4.0,3.0,3.0,10
18825,2859.0,a_a000415,인천환경공단 송도스포츠파크,인천 연수구 송도동 380,120.0,5,1.0,5.0,4.0,4.0,08
18831,2613.0,a_a000801,유니플렉스,서울 종로구 동숭동 1-94,30.0,3,0.0,5.0,5.0,5.0,08
18838,870.0,a_a002005,동대문디자인플라자,서울 중구 을지로7가 2-1,120.0,4,0.0,5.0,5.0,5.0,09
18839,1213.0,a_a003995,물향기수목원,경기 오산시 수청동 332-4,60.0,1,0.0,3.0,3.0,3.0,10
18841,3752.0,a_a005239,화성행궁,경기 수원시 팔달구 남창동 6-2,60.0,2,0.0,4.0,4.0,4.0,10
18843,1372.0,a_a005188,봉은사,서울 강남구 삼성동 73,30.0,2,0.0,5.0,5.0,5.0,10
18844,3621.0,a_a002961,헤이리예술마을,경기 파주시 탄현면 법흥리 1652-239,150.0,7,1.0,4.0,3.0,3.0,10
18859,1318.0,a_a010210,백운호수,경기 의왕시 학의동,60.0,7,0.0,5.0,5.0,5.0,10
18870,2176.0,a_a003554,안양새물공원,경기 안양시 만안구 박달동 655,30.0,1,0.0,3.0,3.0,3.0,10
18874,3507.0,a_a007095,한강 성동구 자전거도로,,0.0,1,0.0,3.0,3.0,3.0,10
18875,2265.0,a_a003320,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,210.0,6,0.0,5.0,5.0,5.0,09
18877,653.0,a_a009439,남한산성 행궁,경기 광주시 남한산성면 산성리 935-1,120.0,2,0.0,5.0,4.0,4.0,10
18878,3233.0,a_a000182,코엑스,서울 강남구 삼성동 159,60.0,3,0.0,5.0,5.0,5.0,08
18881,1310.0,a_a001383,백남준아트센터,경기 용인시 기흥구 상갈동 496,60.0,3,0.0,5.0,5.0,5.0,08
18885,2011.0,a_a004076,신대호수,경기 수원시 영통구 하동,60.0,1,0.0,5.0,5.0,5.0,10
18887,1692.0,a_a003366,석촌호수 동호,서울 송파구 신천동 32,30.0,1,1.0,5.0,5.0,5.0,10
18889,3286.0,a_a013871,탬버린즈 플래그십 스토어,서울 강남구 신사동 520-9,90.0,3,0.0,5.0,5.0,5.0,10
18893,478.0,a_a000201,국립중앙박물관,서울 용산구 용산동6가 168-6,210.0,2,0.0,5.0,5.0,5.0,08
18895,496.0,a_a001923,국토지리정보원 지도박물관,경기 수원시 영통구 원천동 111,30.0,2,0.0,4.0,2.0,5.0,09
18896,400.0,a_a002180,광명업사이클아트센터,경기 광명시 가학동 27,30.0,3,0.0,4.0,4.0,4.0,09
18897,3233.0,a_a000984,코엑스,서울 강남구 삼성동 159,210.0,8,0.0,5.0,4.0,4.0,08
18904,2383.0,a_a006549,영은미술관,경기 광주시 쌍령동 7-13,150.0,3,0.0,5.0,3.0,3.0,10
18905,68.0,a_a003704,IFC몰,서울 영등포구 여의도동 23-1,60.0,4,0.0,4.0,4.0,4.0,10
18906,387.0,a_a000386,광릉수목원길,경기 포천시 소흘읍 직동리 642-4,120.0,1,1.0,5.0,5.0,5.0,08
18907,1891.0,a_a003094,수원통닭거리,경기 수원시 팔달구 남수동 158-2,90.0,4,0.0,3.0,4.0,3.0,09
18909,2265.0,a_a006651,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,720.0,6,1.0,4.0,5.0,5.0,10
18912,1894.0,a_a007938,수원화성,경기 수원시 장안구 영화동 320-2,30.0,2,0.0,4.0,4.0,4.0,10
18914,3750.0,a_a002778,화성융릉과건릉,경기 화성시 안녕동 187-1,60.0,2,0.0,5.0,4.0,4.0,10
18916,3752.0,a_a001936,화성행궁,경기 수원시 팔달구 남창동 6-2,60.0,2,0.0,4.0,4.0,4.0,09
18919,2233.0,a_a002360,양주시립장욱진미술관,경기 양주시 장흥면 석현리 385-1,30.0,3,0.0,3.0,3.0,4.0,09
18921,2203.0,a_a001575,애니메이트 홍대점,서울 마포구 동교동 192-45,180.0,4,0.0,5.0,5.0,5.0,09
18922,3726.0,a_a015098,화담숲,경기 광주시 도척면 도웅리 산 33,270.0,1,0.0,5.0,5.0,5.0,10
18928,2233.0,a_a017662,양주시립장욱진미술관,경기 양주시 장흥면 석현리 385-1,60.0,3,0.0,5.0,5.0,5.0,11
18932,3084.0,a_a005840,창덕궁,서울 종로구 와룡동 2-71,90.0,2,0.0,4.0,5.0,5.0,10
18938,467.0,a_a017973,국립수목원,경기 포천시 소흘읍 직동리 산 50-18,90.0,1,1.0,5.0,5.0,5.0,11
18941,1439.0,a_a006901,블랑쥬의원,,30.0,4,1.0,5.0,5.0,5.0,10
18944,1295.0,a_a004164,방화수류정,경기 수원시 팔달구 매향동 151,120.0,2,0.0,5.0,5.0,5.0,10
18946,3604.0,a_a004519,허브아일랜드,,120.0,1,0.0,4.0,3.0,3.0,10
18947,2936.0,a_a002638,장안문,경기 수원시 팔달구 북수동 420,30.0,2,1.0,3.0,3.0,2.0,09
18948,1434.0,a_a018023,분당중앙공원 잔디광장,경기 성남시 분당구 수내동 65,0.0,1,0.0,5.0,5.0,5.0,11
18951,1240.0,a_a017842,미술관옆사진관,서울 종로구 청진동 216-1,60.0,3,0.0,5.0,5.0,5.0,11
18955,2194.0,a_a007159,알로하피크닉&키즈카페,경기 안산시 단원구 대부북동 1848-168,60.0,13,0.0,5.0,4.0,4.0,10
18958,823.0,a_a002395,더현대서울,서울 영등포구 여의도동 22,90.0,4,1.0,5.0,5.0,5.0,09
18959,1281.0,a_a001525,반포한강공원,서울 서초구 반포2동 115-5,30.0,1,0.0,5.0,5.0,5.0,09
18960,2956.0,a_a008096,전곡종합수산시장,경기 화성시 서신면 전곡리 849,30.0,4,0.0,3.0,2.0,2.0,10
18961,415.0,a_a001288,광화문광장,서울 종로구 세종로 1-68,30.0,3,0.0,4.0,3.0,4.0,09
18963,323.0,a_a003188,고요재,,0.0,13,0.0,4.0,4.0,4.0,09
18966,346.0,a_a017911,골프존파크 부곡더조은골프점,경기 안산시 상록구 부곡동 685-2,120.0,5,0.0,5.0,3.0,4.0,11
18968,1966.0,a_a005128,스타필드 고양,경기 고양시 덕양구 동산동 370,150.0,4,1.0,5.0,5.0,5.0,10
18972,1399.0,a_a009550,부평역지하상가,인천 부평구 부평동 224-1,60.0,4,0.0,4.0,4.0,4.0,10
18973,3726.0,a_a001567,화담숲,경기 광주시 도척면 도웅리 산 33,120.0,1,0.0,5.0,5.0,5.0,08
18991,2004.0,c_c011907,시흥프리미엄아울렛,경기 시흥시 배곧동 36,240.0,4,1.0,4.0,4.0,4.0,11
18992,3222.0,a_a000664,코마린 이스트보트하우스 송도지점,인천 연수구 송도동 24-5,90.0,5,0.0,5.0,5.0,5.0,08
18993,1904.0,a_a001936,수원화성 서장대,경기 수원시 팔달구 남창동 55-23,30.0,2,0.0,4.0,5.0,5.0,09
18994,3290.0,a_a009387,테르메덴 실외온천풀,경기 이천시 모가면 신갈리 360-4,300.0,6,0.0,5.0,5.0,5.0,10
18996,415.0,a_a003829,광화문광장,서울 종로구 세종로 1-68,30.0,3,1.0,5.0,5.0,5.0,10
18999,3429.0,a_a005121,폴바셋 AK플라자 홍대점,서울 마포구 동교동 190-1,90.0,4,1.0,4.0,3.0,4.0,10
19000,3752.0,a_a014164,화성행궁,경기 수원시 팔달구 남창동 6-2,60.0,2,0.0,4.0,4.0,5.0,10
19001,2979.0,a_a002061,정원속화실담다,서울 마포구 망원동 384-29,180.0,13,0.0,4.0,4.0,5.0,09
19002,3752.0,a_a000286,화성행궁,경기 수원시 팔달구 남창동 6-2,120.0,2,1.0,5.0,5.0,5.0,08
19003,375.0,a_a004307,관악산,서울 관악구 신림동 산 56-1,120.0,1,1.0,3.0,3.0,3.0,10
19016,3504.0,a_a000431,학동근린공원,서울 강남구 논현동 26,60.0,7,1.0,3.0,4.0,3.0,08
19018,475.0,a_a000218,국립유명산자연휴양림,경기 가평군 설악면 가일리 산 35,150.0,1,1.0,5.0,5.0,5.0,08
19021,1391.0,a_a018068,부천활박물관,경기 부천시 춘의동 8,60.0,2,0.0,4.0,5.0,5.0,11
19028,1418.0,a_a002115,북촌한옥마을,서울 종로구 가회동 31-31,60.0,7,0.0,4.0,3.0,4.0,09
19029,1798.0,a_a000265,소피텔 앰배서더 서울 수영장,서울특별시 송파구 잠실동,60.0,6,0.0,2.0,2.0,2.0,08
19031,2265.0,a_a006634,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,570.0,6,1.0,3.0,4.0,5.0,10
19045,504.0,c_c002983,굿모닝스크린,,180.0,5,0.0,3.0,3.0,3.0,10
19052,1966.0,a_a011510,스타필드 고양,,120.0,4,1.0,5.0,4.0,4.0,10
19053,337.0,a_a002679,곤지암리조트,경기 광주시 도척면 도웅리 533,30.0,13,1.0,4.0,5.0,4.0,09
19054,1610.0,a_a005355,서울숲,서울 성동구 성수동1가 678-1,60.0,1,1.0,4.0,5.0,5.0,10
19055,1718.0,a_a005127,성균관대학교 인문사회과학캠퍼스,서울 종로구 명륜3가 53-21,150.0,8,0.0,3.0,2.0,3.0,09
19056,225.0,a_a010430,건대맛의거리,서울 광진구 화양동 6-4,60.0,4,0.0,3.0,3.0,3.0,10
19065,3234.0,a_a000454,코엑스 아쿠아리움,서울 강남구 삼성동 159,60.0,6,0.0,4.0,2.0,3.0,08
19066,2064.0,a_a010009,쌈지길,서울 종로구 관훈동 38,30.0,4,1.0,4.0,3.0,3.0,10
19069,1737.0,a_a000936,세미원,경기 양평군 양서면 용담리 430-6,60.0,1,0.0,4.0,4.0,4.0,08
19071,3565.0,a_a004537,항일운동기념탑,경기 광주시 남한산성면 산성리 234-1,0.0,1,0.0,3.0,3.0,3.0,10
19072,3726.0,a_a008427,화담숲,경기 광주시 도척면 도웅리 산 33,0.0,1,0.0,4.0,5.0,5.0,10
19074,3652.0,a_a004542,현대프리미엄아울렛 송도점,인천 연수구 송도동 168-1,90.0,4,0.0,4.0,3.0,3.0,10
19078,1822.0,a_a000664,송도센트럴파크,인천 연수구 송도동 24-5,60.0,7,0.0,5.0,5.0,5.0,08
19081,1404.0,a_a001548,북서울꿈의숲,서울 강북구 번동 산 28-6,120.0,1,1.0,5.0,5.0,5.0,08
19082,3464.0,a_a014234,피카소거리,서울 마포구 서교동,30.0,4,0.0,5.0,5.0,5.0,10
19085,210.0,a_a005625,갤러리아백화점 WEST점,서울 강남구 압구정동 494,60.0,4,0.0,4.0,4.0,3.0,10
19087,870.0,a_a012504,동대문디자인플라자,서울 중구 을지로7가 2-1,60.0,3,0.0,4.0,2.0,3.0,11
19090,1602.0,a_a002316,서울로7017,서울 중구 남대문로5가 67-4,30.0,7,0.0,4.0,4.0,4.0,09
19091,2563.0,a_a011119,원천유원지 광교본점,경기 수원시 영통구 하동 1021,90.0,4,0.0,3.0,3.0,3.0,10
19098,2004.0,a_a002841,시흥프리미엄아울렛,경기 시흥시 배곧동 36,60.0,4,0.0,5.0,5.0,5.0,10
19100,3787.0,a_a003388,효원공원 월화원,경기 수원시 팔달구 인계동 1117,30.0,1,1.0,4.0,5.0,5.0,09
19101,2780.0,a_a008088,이태원지구촌축제,,180.0,8,0.0,5.0,5.0,5.0,10
19102,1894.0,a_a004399,수원화성,경기 수원시 장안구 영화동 320-2,240.0,2,1.0,3.0,5.0,4.0,10
19103,2001.0,a_a018147,시흥배곧한울공원,경기 시흥시 배곧동 307,30.0,1,0.0,5.0,5.0,5.0,11
19104,2429.0,a_a006410,오산오색시장,경기 오산시 오산동 862,90.0,4,0.0,5.0,5.0,5.0,10
19108,2894.0,b_b000146,임진강댑싸리공원,경기 연천군 중면 삼곶리 422,30.0,1,0.0,5.0,5.0,5.0,09
19112,1906.0,a_a005239,수원화성 연무대 관광안내소,경기 수원시 팔달구 매향동 3-32,60.0,2,0.0,5.0,5.0,5.0,10
19114,1971.0,a_a002585,스타필드 하남,경기 하남시 신장동 45-5,120.0,4,1.0,5.0,5.0,5.0,09
19120,2169.0,a_a002631,안성팜랜드,경기 안성시 공도읍 신두리 451,240.0,1,0.0,4.0,3.0,3.0,09
19122,3124.0,a_a000016,청계천,,60.0,1,0.0,5.0,5.0,5.0,08
19123,1020.0,a_a003572,롯데백화점 동탄점,경기 화성시 오산동 967-2419,120.0,4,1.0,4.0,3.0,3.0,09
19128,823.0,a_a004091,더현대서울,서울 영등포구 여의도동 22,210.0,4,0.0,5.0,5.0,5.0,10
19129,1904.0,a_a003603,수원화성 서장대,경기 수원시 팔달구 남창동 55-23,30.0,2,0.0,4.0,4.0,4.0,10
19130,2377.0,a_a007592,영녕릉 세종대왕유적지구 세종대왕릉,경기 여주시 세종대왕면 번도리 888-1,60.0,2,0.0,4.0,3.0,3.0,10
19135,3806.0,a_a001736,힐스테이트미사역그랑파사쥬 상가단지,,30.0,4,0.0,3.0,1.0,3.0,09
19138,2793.0,a_a004335,인사동 문화의거리,서울 종로구 관훈동 30-1,90.0,4,1.0,5.0,5.0,5.0,10
19139,2265.0,a_a001293,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,450.0,6,1.0,5.0,5.0,5.0,09
19142,1746.0,a_a001716,세운전자상가,서울 종로구 장사동 116-4,0.0,4,0.0,3.0,3.0,3.0,09
19144,3484.0,a_a006278,하늘공원,서울 마포구 상암동 481-72,90.0,1,0.0,4.0,5.0,4.0,10
19145,1597.0,a_a004092,서울랜드,경기 과천시 막계동 108,180.0,6,1.0,5.0,5.0,5.0,10
19151,3414.0,a_a001909,포천아트밸리,경기 포천시 신북면 기지리 282,120.0,3,0.0,4.0,3.0,3.0,09
19153,2414.0,a_a015110,오두산통일전망대,경기 파주시 탄현면 성동리 659,60.0,2,1.0,5.0,5.0,5.0,11
19156,3527.0,a_a001311,한국민속촌,경기 용인시 기흥구 보라동 107-1,150.0,6,0.0,4.0,4.0,3.0,08
19159,1369.0,a_a010294,봉선사,경기 남양주시 진접읍 부평리 255,60.0,2,0.0,4.0,5.0,3.0,10
19162,2265.0,a_a002530,에버랜드,경기 용인시 처인구 포곡읍 전대리 310,720.0,6,1.0,4.0,4.0,4.0,09
19171,808.0,a_a001029,더스테이송도,인천 연수구 송도동 29-1,60.0,5,0.0,5.0,5.0,5.0,08
19172,359.0,c_c005679,과천 서울랜드,,300.0,6,0.0,5.0,5.0,5.0,10
19173,3589.0,a_a006803,행리단길,경기 수원시 팔달구 장안동 290-3,90.0,4,0.0,4.0,3.0,3.0,10
19175,2216.0,a_a001157,양명교,경기 안양시 만안구 안양동,30.0,7,0.0,4.0,4.0,3.0,09
19180,2048.0,a_a015745,신포국제시장,인천 중구 신포동 3-2,60.0,4,0.0,4.0,4.0,4.0,11
19183,1370.0,a_a013762,봉선사 일주문,경기 남양주시 진접읍 부평리 257,0.0,2,0.0,3.0,4.0,3.0,11
19184,629.0,a_a002986,남산공원 N서울타워,서울 용산구 용산동2가 산 1-3,120.0,1,1.0,5.0,5.0,5.0,09
19185,467.0,a_a003108,국립수목원,경기 포천시 소흘읍 직동리 산 50-18,150.0,1,0.0,5.0,5.0,5.0,10
19189,1971.0,a_a002593,스타필드 하남,경기 하남시 신장동 45-5,240.0,4,1.0,5.0,5.0,5.0,10
19194,2900.0,a_a001595,자라섬,경기 가평군 가평읍 달전리 30,240.0,8,1.0,5.0,5.0,5.0,09
19196,3589.0,a_a015323,행리단길,경기 수원시 팔달구 장안동 290-3,90.0,4,1.0,5.0,5.0,5.0,11
19197,3517.0,a_a008372,한강신도시호수공원 호수,경기 김포시 구래동 6786,30.0,1,0.0,4.0,4.0,4.0,10
19199,1381.0,a_a018151,부천시민회관,경기 부천시 중동 788,90.0,3,0.0,4.0,4.0,4.0,11
19201,3107.0,b_b011114,천주교서울대교구 주교좌 명동대성당,서울 중구 명동2가 1-1,0.0,2,0.0,3.0,3.0,3.0,11
19202,3356.0,a_a000012,팔달문,경기 수원시 팔달구 팔달로2가 132-5,30.0,2,0.0,3.0,3.0,3.0,08
19208,3787.0,a_a006518,효원공원 월화원,경기 수원시 팔달구 인계동 1117,30.0,1,0.0,5.0,5.0,5.0,10
19209,2710.0,a_a013677,이마트 은평점,서울 은평구 응암동 90-1,60.0,4,1.0,5.0,5.0,5.0,10
19210,853.0,a_a003774,도토리숲 아이파크몰점,서울 용산구 한강로3가 40-999,60.0,4,0.0,5.0,5.0,5.0,10
19212,1822.0,a_a002051,송도센트럴파크,인천 연수구 송도동 24-5,60.0,6,0.0,1.0,5.0,5.0,09
19214,168.0,a_a011255,감악산출렁다리,경기 파주시 적성면 설마리 48-22,30.0,1,0.0,4.0,4.0,4.0,10
19217,3107.0,c_c002139,천주교서울대교구 주교좌 명동대성당,서울 중구 명동2가 1-1,30.0,2,1.0,5.0,5.0,5.0,09
19219,970.0,a_a002887,러쉬코리아 20주년 쇼케이스,,60.0,3,0.0,5.0,5.0,5.0,10
19221,1305.0,a_a001996,배봉산,서울 동대문구 전농동 산 32-20,60.0,1,0.0,5.0,5.0,5.0,09
19229,2256.0,a_a007658,언더스탠드에비뉴,서울 성동구 성수동1가 685-704,30.0,4,0.0,3.0,2.0,2.0,10
